Provinsi,Tahun,Tipe_Inflasi,Bulan,Inflasi
PAPUA BARAT DAYA,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Maret,1.04
PAPUA,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Maret,0.7
PAPUA SELATAN,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Maret,0.35
PAPUA TENGAH,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Maret,0.26
PAPUA PEGUNUNGAN,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Maret,2.57
INDONESIA,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Maret,0.41
ACEH,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Maret,5.31
SUMATERA UTARA,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Maret,3.86
SUMATERA BARAT,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Maret,3.37
RIAU,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Maret,3.65
JAMBI,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Maret,3.55
SUMATERA SELATAN,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Maret,3.09
BENGKULU,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Maret,2.85
LAMPUNG,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Maret,1.16
KEPULAUAN BANGKA BELITUNG,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Maret,1.87
KEPULAUAN RIAU,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Maret,3.23
DKI JAKARTA,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Maret,3.37
JAWA BARAT,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Maret,3.6
JAWA TENGAH,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Maret,3.54
DI YOGYAKARTA,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Maret,4.08
JAWA TIMUR,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Maret,3.79
BANTEN,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Maret,3.55
BALI,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Maret,2.81
NUSA TENGGARA BARAT,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Maret,4.09
NUSA TENGGARA TIMUR,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Maret,2.4
KALIMANTAN BARAT,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Maret,2.89
KALIMANTAN TENGAH,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Maret,3.86
KALIMANTAN SELATAN,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Maret,4.83
KALIMANTAN TIMUR,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Maret,3.31
KALIMANTAN UTARA,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Maret,3.12
SULAWESI UTARA,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Maret,2.2
SULAWESI TENGAH,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Maret,2.83
SULAWESI SELATAN,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Maret,4.5
SULAWESI TENGGARA,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Maret,3.37
GORONTALO,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Maret,2.6
SULAWESI BARAT,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Maret,2.94
MALUKU,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Maret,3.4
MALUKU UTARA,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Maret,2.56
PAPUA BARAT,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Maret,3.51
PAPUA BARAT DAYA,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Maret,4.09
PAPUA,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Maret,3.5
PAPUA SELATAN,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Maret,3.6
PAPUA TENGAH,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Maret,2.54
PAPUA PEGUNUNGAN,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Maret,3.14
INDONESIA,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Maret,3.48
ACEH,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Maret,-0.34
SUMATERA UTARA,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Maret,-0.66
SUMATERA BARAT,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Maret,-0.82
RIAU,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Maret,-0.32
JAMBI,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Maret,0.24
SUMATERA SELATAN,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Maret,0.93
BENGKULU,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Maret,0.17
LAMPUNG,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Maret,0.48
KEP. BANGKA BELITUNG,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Maret,0.05
KEP. RIAU,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Maret,0.43
DKI JAKARTA,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Maret,0.9
JAWA BARAT,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Maret,1.24
JAWA TENGAH,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Maret,0.98
DI YOGYAKARTA,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Maret,0.97
JAWA TIMUR,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Maret,1.13
BANTEN,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Maret,1.07
BALI,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Maret,0.91
NUSA TENGGARA BARAT,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Maret,1.93
NUSA TENGGARA TIMUR,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Maret,1.35
KALIMANTAN BARAT,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Maret,1.03
KALIMANTAN TENGAH,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Maret,1.39
KALIMANTAN SELATAN,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Maret,1.57
KALIMANTAN TIMUR,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Maret,1.37
KALIMANTAN UTARA,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Maret,1.14
SULAWESI UTARA,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Maret,1.95
SULAWESI TENGAH,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Maret,1.19
SULAWESI SELATAN,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Maret,2.11
SULAWESI TENGGARA,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Maret,1.77
GORONTALO,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Maret,1.36
SULAWESI BARAT,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Maret,1.09
MALUKU,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Maret,0.58
MALUKU UTARA,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Maret,1.77
PAPUA BARAT,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Maret,-0.58
PAPUA BARAT DAYA,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Maret,0.66
PAPUA,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Maret,0.41
PAPUA SELATAN,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Maret,2.02
PAPUA TENGAH,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Maret,-0.05
PAPUA PEGUNUNGAN,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Maret,3.02
INDONESIA,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Maret,0.94
ACEH,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),April,0.05
SUMATERA UTARA,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),April,-0.04
SUMATERA BARAT,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),April,-0.3
RIAU,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),April,0.05
JAMBI,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),April,0.18
SUMATERA SELATAN,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),April,0.43
BENGKULU,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),April,0.13
LAMPUNG,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),April,-0.01
KEPULAUAN BANGKA BELITUNG,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),April,0.54
KEPULAUAN RIAU,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),April,0.06
DKI JAKARTA,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),April,0.26
JAWA BARAT,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),April,0.15
JAWA TENGAH,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),April,0.2
DI YOGYAKARTA,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),April,0.09
JAWA TIMUR,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),April,0.36
BANTEN,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),April,0.41
BALI,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),April,0.32
NUSA TENGGARA BARAT,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),April,0.06
NUSA TENGGARA TIMUR,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),April,0.31
KALIMANTAN BARAT,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),April,0.69
KALIMANTAN TENGAH,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),April,0.73
KALIMANTAN SELATAN,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),April,0.71
KALIMANTAN TIMUR,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),April,0.7
KALIMANTAN UTARA,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),April,0.39
SULAWESI UTARA,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),April,0.17
SULAWESI TENGAH,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),April,0.05
SULAWESI SELATAN,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),April,0.15
SULAWESI TENGGARA,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),April,0.47
GORONTALO,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),April,0.57
SULAWESI BARAT,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),April,-0.27
MALUKU,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),April,0.29
MALUKU UTARA,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),April,0.44
PAPUA BARAT,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),April,0.17
PAPUA BARAT DAYA,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),April,0.73
PAPUA,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),April,1.2
PAPUA SELATAN,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),April,0.33
PAPUA TENGAH,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),April,1.2
PAPUA PEGUNUNGAN,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),April,1.06
INDONESIA,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),April,0.25
ACEH,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),April,3.11
SUMATERA UTARA,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),April,2.09
SUMATERA BARAT,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),April,2.38
RIAU,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),April,2.07
JAMBI,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),April,1.84
SUMATERA SELATAN,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),April,2.74
BENGKULU,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),April,0.96
LAMPUNG,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),April,2.8
KEPULAUAN BANGKA BELITUNG,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),April,1.37
KEPULAUAN RIAU,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),April,2.56
DKI JAKARTA,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),April,2.21
JAWA BARAT,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),April,1.67
JAWA TENGAH,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),April,1.94
DI YOGYAKARTA,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),April,2.1
JAWA TIMUR,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),April,1.35
BANTEN,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),April,1.59
BALI,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),April,2.3
NUSA TENGGARA BARAT,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),April,1.8
NUSA TENGGARA TIMUR,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),April,1.77
KALIMANTAN BARAT,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),April,1.2
KALIMANTAN TENGAH,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),April,1.21
KALIMANTAN SELATAN,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),April,1.57
KALIMANTAN TIMUR,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),April,1.57
KALIMANTAN UTARA,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),April,1.3
SULAWESI UTARA,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),April,2.27
SULAWESI TENGAH,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),April,2.97
SULAWESI SELATAN,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),April,2.28
SULAWESI TENGGARA,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),April,1.96
GORONTALO,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),April,2.3
SULAWESI BARAT,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),April,3.36
MALUKU,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),April,3.34
MALUKU UTARA,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),April,3.23
PAPUA BARAT,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),April,0.15
PAPUA BARAT DAYA,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),April,0.41
PAPUA,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),April,1.64
PAPUA SELATAN,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),April,3.57
PAPUA TENGAH,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),April,3.71
PAPUA PEGUNUNGAN,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),April,5.96
INDONESIA,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),April,1.95
ACEH,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,2.6
SUMATERA UTARA,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,1.46
SUMATERA BARAT,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,2.68
RIAU,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,2.3
JAMBI,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,2.1
SUMATERA SELATAN,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,2.15
BENGKULU,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,1.42
LAMPUNG,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,1.77
KEP. BANGKA BELITUNG,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,1.71
KEP. RIAU,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,1.27
DKI JAKARTA,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,1.62
JAWA BARAT,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,1.3
JAWA TENGAH,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,1.56
DI YOGYAKARTA,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,1.71
JAWA TIMUR,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,1.23
BANTEN,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,1.58
BALI,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,1.74
NUSA TENGGARA BARAT,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,1.57
NUSA TENGGARA TIMUR,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,1.56
KALIMANTAN BARAT,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,0.96
KALIMANTAN TENGAH,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,1.29
KALIMANTAN SELATAN,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,1.51
KALIMANTAN TIMUR,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,1.66
KALIMANTAN UTARA,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,1.06
SULAWESI UTARA,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,2.01
SULAWESI TENGAH,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,2.81
SULAWESI SELATAN,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,2.25
SULAWESI TENGGARA,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,2.17
GORONTALO,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,2.39
SULAWESI BARAT,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,2.15
MALUKU,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,0.84
MALUKU UTARA,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,2.19
PAPUA BARAT,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,-0.92
PAPUA BARAT DAYA,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,-0.32
PAPUA,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,0.16
PAPUA SELATAN,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,2.59
PAPUA TENGAH,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,1.89
PAPUA PEGUNUNGAN,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,2.16
INDONESIA,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,1.56
ACEH,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,1.67
SUMATERA UTARA,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,1.49
SUMATERA BARAT,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,1.19
RIAU,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,1.48
JAMBI,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,1.68
SUMATERA SELATAN,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,0.61
BENGKULU,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,1.29
LAMPUNG,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,0.55
KEP. BANGKA BELITUNG,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,1.09
KEP. RIAU,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,0.81
DKI JAKARTA,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,0.89
JAWA BARAT,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,1.27
JAWA TENGAH,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,1.29
DI YOGYAKARTA,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,0.89
JAWA TIMUR,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,1.39
BANTEN,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,1.87
BALI,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,1.78
NUSA TENGGARA BARAT,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,1.05
NUSA TENGGARA TIMUR,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,0.98
KALIMANTAN BARAT,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,1.48
KALIMANTAN TENGAH,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,1.12
KALIMANTAN SELATAN,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,1.89
KALIMANTAN TIMUR,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,1.56
KALIMANTAN UTARA,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,1.05
SULAWESI UTARA,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,0.19
SULAWESI TENGAH,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,1.12
SULAWESI SELATAN,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,1.2
SULAWESI TENGGARA,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,1.26
GORONTALO,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,-0.7
SULAWESI BARAT,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,0.3
MALUKU,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,-1.17
MALUKU UTARA,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,0.48
PAPUA BARAT,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,1.43
PAPUA BARAT DAYA,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,1.12
PAPUA,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,0.27
PAPUA SELATAN,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,0.81
PAPUA TENGAH,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,1.46
PAPUA PEGUNUNGAN,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,1.59
INDONESIA,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),April,1.19
ACEH,2024,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),April,3.14
SUMATERA UTARA,2024,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),April,3.96
SUMATERA BARAT,2024,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),April,3.81
RIAU,2024,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),April,3.99
JAMBI,2024,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),April,3.93
SUMATERA SELATAN,2024,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),April,3.12
BENGKULU,2024,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),April,3.62
LAMPUNG,2024,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),April,3.29
KEPULAUAN BANGKA BELITUNG,2024,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),April,1.93
KEPULAUAN RIAU,2024,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),April,3.04
DKI JAKARTA,2024,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),April,2.11
JAWA BARAT,2024,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),April,3.07
JAWA TENGAH,2024,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),April,3.27
DI YOGYAKARTA,2024,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),April,2.87
JAWA TIMUR,2024,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),April,3.25
BANTEN,2024,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),April,3.42
BALI,2024,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),April,4.02
NUSA TENGGARA BARAT,2024,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),April,3.31
NUSA TENGGARA TIMUR,2024,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),April,2.35
